Entity,Year,Wind (% growth),Oil (% growth),Hydro (% growth),Solar (% growth),Bioenergy (% growth),Bioenergy Price,Hydropower Price,Wind Price,Solar Price,Crude Oil Price
Africa,2000,786.3637,0.24431944,6.4755797,0,0,0,0,0,0,0
Africa,2001,136.79771,1.0738134,7.457578,25.887024,0,0,0,0,0,0
Africa,2002,6.7385435,2.377987,5.1416993,9.813511,0,0,0,0,0,0
Africa,2003,20.743525,3.0442476,-2.883017,18.25087,0,0,0,0,0,0
Africa,2004,43.443417,4.675162,5.6239605,20.82733,0,0,0,0,0,0
Africa,2005,1.5758157,4.412389,1.8545032,18.405521,0,0,0,0,0,0
Africa,2006,9.254217,0.9483218,3.6157012,28.42809,0,0,0,0,0,0
Africa,2007,19.20221,3.8654804,3.4218907,26.739025,0,0,0,0,0,0
Africa,2008,29.083979,5.010605,1.8574476,40.748344,0,0,0,0,0,0
Africa,2009,21.163034,3.591454,2.6738286,32.960796,0,0,0,0,0,0
Africa,2010,43.733524,4.2746067,8.154297,136.84137,0,0,0,0,0,0
Africa,2011,4.512489,-1.5551448,2.8328896,189.3792,0,0,0,0,0,0
Africa,2012,5.4330587,6.4348936,0.13929605,61.546635,0,0,0,0,0,0
Africa,2013,42.822266,3.7735105,5.7067633,-22.228067,0,0,0,0,0,0
Africa,2014,40.789318,1.0264277,5.695915,150.35251,0,0,0,0,0,0
Africa,2015,76.0651,2.7195811,-2.5444925,91.03308,0,0,0,0,0,0
Africa,2016,25.420677,0.8615017,-1.3875008,48.306,0,0,0,0,0,0
Africa,2017,21.787405,1.9639015,5.1885247,31.13823,0,0,0,0,0,0
Africa,2018,8.450306,1.5094638,7.0736766,20.67095,0,0,0,0,0,0
Africa,2019,30.605936,-0.18737912,3.2658815,32.31889,0,0,0,0,0,0
Africa,2020,-0.8910775,-10.450095,6.629765,37.289192,0,0,0,0,0,0
Africa,2021,20.134735,9.10418,3.2669067,14.619648,0,0,0,0,0,0
Africa,2022,6.0083866,5.304253,2.4703145,2.5803804,0,0,0,0,0,0
Africa (EI),2000,786.3637,0.24430752,6.4755797,0,0.06880472,0,0,0,0,0
Africa (EI),2001,136.79771,1.0738134,7.45759,25.887024,0.068616726,0,0,0,0,0
Africa (EI),2002,6.7385316,2.3779988,5.1416993,9.813499,0.24095868,0,0,0,0,0
Africa (EI),2003,20.743538,3.0442476,-2.883023,18.250883,0.25171602,0,0,0,0,0
Africa (EI),2004,43.443417,4.675162,5.6239724,20.827341,0.28782016,0,0,0,0,0
Africa (EI),2005,1.5758157,4.412389,1.8545032,18.405521,0.2943336,0,0,0,0,0
Africa (EI),2006,9.254217,0.9483218,3.6156893,28.42809,0.35644427,0,0,0,0,0
Africa (EI),2007,19.20221,3.8654804,3.4218907,26.739025,0.34569514,0,0,0,0,0
Africa (EI),2008,29.083967,5.010605,1.8574476,40.748344,0.37789977,0,0,0,0,0
Africa (EI),2009,21.163046,3.591454,2.6738286,32.960796,0.5937582,0,0,0,0,0
Africa (EI),2010,43.733524,4.2746067,8.154308,136.84137,0.8238056,0,0,0,0,0
Africa (EI),2011,4.512489,-1.5551507,2.8328896,189.3792,1.1333025,0,0,0,0,0
Africa (EI),2012,5.4330587,6.4348936,0.13929605,61.546623,1.0127014,0,0,0,0,0
Africa (EI),2013,42.822266,3.7735105,5.7067633,-22.228062,1.3421129,0,0,0,0,0
Africa (EI),2014,40.789307,1.0264277,5.695915,150.35251,1.4787772,0,0,0,0,0
Africa (EI),2015,76.06511,2.7195811,-2.5444984,91.03308,1.3343786,0,0,0,0,0
Africa (EI),2016,25.420677,0.8614898,-1.3874948,48.306,1.2191873,0,0,0,0,0
Africa (EI),2017,21.787405,1.9639134,5.1885247,31.13823,1.1253604,0,0,0,0,0
Africa (EI),2018,8.450306,1.5094638,7.0736885,20.670963,0.8885909,0,0,0,0,0
Africa (EI),2019,30.605936,-0.18737912,3.2658696,32.31888,0.9744527,0,0,0,0,0
Africa (EI),2020,-0.8910775,-10.450095,6.629765,37.289192,0.9650717,0,0,0,0,0
Africa (EI),2021,20.134735,9.104193,3.2669067,14.619648,0.99168396,0,0,0,0,0
Africa (EI),2022,6.0083985,5.304241,2.4703145,2.5803924,1.0642542,0,0,0,0,0
Algeria,2015,1799.9998,6.409073,-24.870468,-3.333336,0,0,0,0,0,0
Algeria,2016,0.2739787,-2.788347,-50.344826,322.41382,0,0,0,0,0,0
Algeria,2017,-0.2732277,-1.764965,-22.222216,105.71427,0,0,0,0,0,0
Algeria,2018,-47.36842,1.0082722,108.92856,19.642853,0,0,0,0,0,0
Algeria,2019,0,4.023683,29.914522,1.990056,0,0,0,0,0,0
Algeria,2020,-22.999996,-10.561609,-67.368416,11.382114,0,0,0,0,0,0
Algeria,2021,36.363636,4.3780804,-81.25,-3.0656993,0,0,0,0,0,0
Algeria,2022,52.380966,2.554071,72.043015,-2.259034,0,0,0,0,0,0
Argentina,2000,-0.06612539,-7.7214837,33.54919,38.46154,0.053206038,0,0,0,0,0
Argentina,2001,42.013348,-7.3939743,28.013527,19.444443,0.10612133,0,0,0,0,0
Argentina,2002,48.710514,-5.086577,-2.1906376,9.30233,0.10612133,0,0,0,0,0
Argentina,2003,6.1971307,1.9898057,-5.5291357,38.297867,0.10612133,0,0,0,0,0
Argentina,2004,-7.0657015,7.235348,-9.876084,7.692313,0.106412075,0,0,0,0,0
Argentina,2005,-1.0025978,4.703057,12.322521,15.714275,0.10612133,0,0,0,0,0
Argentina,2006,-2.8997064,5.4977417,11.103165,11.111116,0.35267237,0,0,0,0,0
Argentina,2007,-11.555147,11.120129,-17.874586,21.000004,2.0078583,0,0,0,0,0
Argentina,2008,-31.889862,1.1474371,-0.065517426,31.955921,7.112291,0,0,0,0,0
Argentina,2009,-12.203622,-4.480714,10.956812,-47.05359,11.965088,0,0,0,0,0
Argentina,2010,-31.168736,8.412433,-3.634733,12.888395,19.893946,0,0,0,0,0
Argentina,2011,4.8870444,3.8102388,-6.5137444,1779.1477,25.844816,0,0,0,0,0
Argentina,2012,1290.9528,6.0602784,-6.485182,406.3796,26.502539,0.0614693,0.0609687,0.08931815,0.0837306,637.28253
Argentina,2013,22.574066,6.121409,12.367737,84.43828,23.838686,0.0614693,0.0609687,0.08987015,0.0837306,637.28253
Argentina,2014,36.645935,-0.69639087,-1.0822952,5.7709813,30.584425,0.0614693,0.0609687,0.08231665,0.0837306,637.28253
Argentina,2015,-4.2221785,2.077949,-0.24439096,-7.9089346,23.461845,0.0614693,0.0609687,0.08006615,0.0837306,637.28253
Argentina,2016,-7.748741,-3.069812,-7.99284,-2.7923465,32.768284,0,0,0,0,0
Argentina,2017,11.730516,-1.1778474,6.1893225,15.021372,36.231873,0.0614693,0.0609687,0.08269015,0.0837306,637.28253
Argentina,2018,131.00378,-4.536426,2.166164,558.6465,31.703428,0.0614693,0.0609687,0.06659165,0.0837306,637.28253
Argentina,2019,253.63591,-9.247267,-14.790463,639.5708,28.55003,0.0614693,0.0609687,0.06330315,0.0837306,637.28253
Argentina,2020,88.36473,-10.4518175,-13.942456,68.10822,16.743963,0.0614693,0.0609687,0.06712115,0.0837306,637.28253
Argentina,2021,37.47791,21.75461,-16.990906,63.841713,23.7799,0.0614693,0.0609687,0.06600865,0.0837306,637.28253
Argentina,2022,9.48745,17.360138,15.887547,33.48105,26.592962,0.0614693,0.0609687,0.05658265,0.0837306,637.28253
Asia,2000,17.385483,4.06245,3.0207634,54.803074,0.99766845,0,0,0,0,0
Asia,2001,34.326756,0.93997717,7.9332113,45.280636,1.0823115,0,0,0,0,0
Asia,2002,8.428574,2.4672031,3.575182,39.132023,2.8769586,0,0,0,0,0
Asia,2003,32.38945,4.020846,3.9117932,36.726524,6.005394,0,0,0,0,0
Asia,2004,77.37813,6.350577,17.80305,32.10354,6.2765636,0,0,0,0,0
Asia,2005,25.787651,1.8343925,3.620398,27.133322,10.155068,0,0,0,0,0
Asia,2006,56.651733,2.71672,10.067951,23.997509,16.488941,0,0,0,0,0
Asia,2007,32.832016,2.8390408,4.9676657,19.905483,22.392857,0,0,0,0,0
Asia,2008,52.936184,1.1801839,13.470149,21.300137,36.2031,0,0,0,0,0
Asia,2009,55.34558,0.47917366,-2.853024,29.440582,36.91623,0,0,0,0,0
Asia,2010,53.850555,5.8866143,15.177214,42.152035,40.716713,0,0,0,0,0
Asia,2011,41.23355,2.6633263,1.245439,77.72597,66.2666,0,0,0,0,0
Asia,2012,30.849611,4.3715,13.19846,50.240623,79.119446,0,0,0,0,0
Asia,2013,28.393995,1.8975258,8.007193,87.2869,95.22564,0,0,0,0,0
Asia,2014,14.10178,1.5982628,9.178042,102.78356,114.308266,0,0,0,0,0
Asia,2015,14.1176815,3.6510825,4.1111946,54.111694,96.21677,0,0,0,0,0
Asia,2016,29.629087,3.7857533,3.9160728,51.010143,110.43505,0,0,0,0,0
Asia,2017,25.325989,2.7853608,2.5296211,57.39567,104.176956,0,0,0,0,0
Asia,2018,19.24274,1.7652988,2.3423195,42.436745,149.20422,0,0,0,0,0
Asia,2019,10.338842,0.83954334,6.979215,26.51788,191.42842,0,0,0,0,0
Asia,2020,12.408125,-5.4675636,2.568221,20.05949,191.68877,0,0,0,0,0
Asia,2021,36.2301,3.4137487,-1.8355429,24.63547,211.01414,0,0,0,0,0
Asia,2022,15.32756,-4.727912,2.6465178,25.967777,239.0727,0,0,0,0,0
Asia Pacific (EI),2000,24.872673,3.4079075,4.303038,49.17892,0.99766845,0,0,0,0,0
Asia Pacific (EI),2001,37.18729,0.7229805,9.351551,42.056488,1.0823116,0,0,0,0,0
Asia Pacific (EI),2002,15.62525,2.341199,1.4736056,36.323166,2.8769584,0,0,0,0,0
Asia Pacific (EI),2003,31.321812,4.245198,2.668202,34.729992,6.5407166,0,0,0,0,0
Asia Pacific (EI),2004,72.00725,6.1235666,17.647003,31.157637,6.598373,0,0,0,0,0
Asia Pacific (EI),2005,30.83265,1.0644555,4.1239023,26.538431,10.475128,0,0,0,0,0
Asia Pacific (EI),2006,54.50127,2.1443367,10.136091,23.6287,17.081,0,0,0,0,0
Asia Pacific (EI),2007,32.489967,3.1875849,6.287563,19.917202,23.552185,0,0,0,0,0
Asia Pacific (EI),2008,46.647705,-0.30686855,17.0864,21.19646,38.08246,0,0,0,0,0
Asia Pacific (EI),2009,52.01812,0.6358266,-2.976483,31.831764,39.611355,0,0,0,0,0
Asia Pacific (EI),2010,48.563755,6.515968,13.385809,53.843414,42.818497,0,0,0,0,0
Asia Pacific (EI),2011,39.35355,2.5220394,1.8348217,81.47454,68.80932,0,0,0,0,0
Asia Pacific (EI),2012,30.094742,4.3150783,12.901902,44.086205,81.81284,0,0,0,0,0
Asia Pacific (EI),2013,27.58423,1.4136195,8.562231,84.1661,98.07153,0,0,0,0,0
Asia Pacific (EI),2014,13.689339,1.3781548,11.200703,94.24195,117.29822,0,0,0,0,0
Asia Pacific (EI),2015,13.407946,4.5553684,2.7754545,51.80677,98.85709,0,0,0,0,0
Asia Pacific (EI),2016,28.075336,3.7606716,3.998673,48.089302,111.897316,0,0,0,0,0
Asia Pacific (EI),2017,24.522327,3.3077955,2.676475,55.031322,105.41249,0,0,0,0,0
Asia Pacific (EI),2018,19.473766,2.3465872,3.2191277,40.401985,150.70775,0,0,0,0,0
Asia Pacific (EI),2019,10.649085,1.6984582,3.7789106,26.365864,193.16586,0,0,0,0,0
Asia Pacific (EI),2020,12.2315645,-5.4571033,4.1722417,20.072449,193.14165,0,0,0,0,0
Asia Pacific (EI),2021,35.93433,2.7202845,-0.1183629,24.61747,212.24773,0,0,0,0,0
Asia Pacific (EI),2022,15.326368,2.5054812,2.3408651,25.950586,240.4348,0,0,0,0,0
Australia,2000,211.62791,-0.037795305,1.1362553,15.147781,0,0,0,0,0,0
Australia,2001,114.17911,0.24206638,-2.0830095,15.828872,0,0,0,0,0,0
Australia,2002,85.90593,1.0697007,-0.1767695,7.6638937,0,0,0,0,0,0
Australia,2003,31.955767,-0.3712058,0.717926,8.404803,0.53532314,0,0,0,0,0
Australia,2004,12.918115,2.397728,-3.2318473,15.427219,0.32180902,0,0,0,0,0
Australia,2005,63.40251,1.5714407,-1.4085233,15.21591,0.32005984,0,0,0,0,0
Australia,2006,66.43702,3.120923,-3.3661604,16.00238,0.5920587,0,0,0,0,0
Australia,2007,31.913412,2.5582314,-12.687433,16.666676,1.1593293,0,0,0,0,0
Australia,2008,21.259785,1.2731552,-9.455168,22.373629,1.8793634,0,0,0,0,0
Australia,2009,28.316153,-1.6724885,6.9986343,108.5072,2.695126,0,0,0,0,0
Australia,2010,12.3317,3.0082822,8.732367,236.83899,2.101782,0.0614693,0.0609687,0.09894965,0.28546319,637.28253
Australia,2011,29.02708,5.344343,42.38324,109.12904,2.5427177,0.0614693,0.0609687,0.08924865,0.28909806,637.28253
Australia,2012,20.102608,2.6247144,-12.957293,17.972363,2.6933994,0.0614693,0.0609687,0.08780215,0.198409515,637.28253
Australia,2013,19.857609,2.9599905,12.050962,59.51078,2.845892,0.0614693,0.0609687,0.07693115,0.1391128,637.28253
Australia,2014,5.5945635,-0.45132637,-24.123842,28.710306,2.9899483,0.0614693,0.0609687,0.07560165,0.12500137,637.28253
Australia,2015,21.02896,-0.8917153,-2.7439356,25.111557,2.6403358,0.0614693,0.0609687,0.06869465,0.115853705,637.28253
Australia,2016,10.1977825,0.20378828,25.150574,20.083069,1.4622647,0.0614693,0.0609687,0.06715315,0.10274602,637.28253
Australia,2017,1.3120294,4.8641086,-23.425066,19.863247,1.2355342,0.0614693,0.0609687,0.06012515,0.106922755,637.28253
Australia,2018,23.096,1.7319679,28.234982,38.289917,1.5035336,0.0614693,0.0609687,0.05408015,0.09843335,637.28253
Australia,2019,19.737673,-0.9597361,-19.008064,48.365665,1.7374655,0.0614693,0.0609687,0.05289415,0.09668587,637.28253
Australia,2020,16.101349,-13.556117,2.8539658,30.322433,1.4528769,0.0614693,0.0609687,0.05573165,0.08747645,637.28253
Australia,2021,18.529678,2.5991082,10.552204,30.821587,1.2335895,0.0614693,0.0609687,0.04745115,0.081498411,637.28253
Australia,2022,12.145245,6.1728477,4.5040965,20.357536,1.3620932,0.0614693,0.0609687,0.04718865,0.079530633,637.28253
Austria,2000,31.372559,-1.2788773,2.7925253,50,0.21282415,0,0,0,0,0
Austria,2001,156.71642,6.476581,-3.2990277,66.666664,0.21224266,0,0,0,0,0
Austria,2002,18.023252,1.7642379,-0.5647719,79.99999,0.26530334,0,0,0,0,0
Austria,2003,80.29558,6.178367,-17.431099,66.66667,0.318364,0,0,0,0,0
Austria,2004,152.45903,1.5115976,10.679793,19.999992,0.58526635,0,0,0,0,0
Austria,2005,44.077564,0.3392458,0.9054303,16.768753,0.84897065,0,0,0,0,0
Austria,2006,31.662548,-0.5105853,-3.8793564,6.510973,1.273456,0,0,0,0,0
Austria,2007,16.225075,-3.9008617,3.9218187,8.270466,2.5759044,0,0,0,0,0
Austria,2008,-1.2727141,-2.7808845,3.440988,24.265396,3.0956252,0,0,0,0,0
Austria,2009,-2.8448462,-5.758369,6.696713,62.398495,4.2849255,0,0,0,0,0
Austria,2010,5.6228995,3.0174255,-6.193435,81.56895,4.4873886,0,0,0,0,0
Austria,2011,-6.186181,-5.8469715,-10.755682,95.99573,4.459111,0,0,0,0,0
Austria,2012,27.155388,-1.8794954,28.07045,93.87783,3.9966114,0.0614693,0.0609687,0.08950015,0.0837306,637.28253
Austria,2013,28.074514,2.3229241,-4.1757703,85.4831,3.540612,0.0614693,0.0609687,0.12016215,0.0837306,637.28253
Austria,2014,21.96275,-2.916336,-2.4025738,25.443876,4.3583813,0.0614693,0.0609687,0.08610865,0.0837306,637.28253
Austria,2015,25.86155,1.0213375,-9.389496,19.338142,4.8072314,0.0614693,0.0609687,0.07997815,0.0837306,637.28253
Austria,2016,8.15016,2.3168921,7.57457,16.958523,4.478492,0.0614693,0.0609687,0.07437465,0.0837306,637.28253
Austria,2017,25.534176,0.1873374,-4.196972,15.78033,4.4122252,0.0614693,0.0609687,0.06888565,0.0837306,637.28253
Austria,2018,-8.233749,1.6964674,-1.712662,14.67024,4.4226027,0.0614693,0.0609687,0.06354865,0.0837306,637.28253
Austria,2019,23.541391,2.8796554,8.470345,16.97172,4.576807,0,0,0,0,0
Austria,2020,-8.839453,-13.166803,2.8708696,20.024813,4.313216,0,0,0,0,0
Austria,2021,-0.7581353,5.401361,-7.730603,36.20616,4.479076,0,0,0,0,0
Austria,2022,7.4939013,-3.6955476,-12.317694,36.264717,4.791891,0.0614693,0.0609687,0.06041615,0.0837306,637.28253
Azerbaijan,2010,-76.190475,-1.5930295,49.293888,0,0,0,0,0,0,0
Azerbaijan,2011,-100,31.485058,-22.35731,0,0,0,0,0,0,0
Azerbaijan,2014,187.50003,-1.5342772,-12.719089,262.5,0,0,0,0,0,0
Azerbaijan,2015,100,1.3510227,25.990618,58.62069,0,0,0,0,0,0
Azerbaijan,2016,395.65216,-0.73470473,19.651901,667.3913,0,0,0,0,0,0
Azerbaijan,2017,-3.0701756,0.9172201,-10.866129,5.3824306,0,0,0,0,0,0
Azerbaijan,2018,274.20813,12.642633,1.2368321,5.537629,0,0,0,0,0,0
Azerbaijan,2019,27.448618,0.6659627,-11.493212,12.582779,0,0,0,0,0,0
Azerbaijan,2020,-8.823532,-8.561844,-31.65261,6.3348413,0,0,0,0,0,0
Azerbaijan,2021,-4.890746,13.1392,19.429647,17.446815,0,0,0,0,0,0
Azerbaijan,2022,-8.862138,5.9998393,24.92758,10.326088,0,0,0,0,0,0
Bangladesh,2007,0,-3.2969892,0,66.5194,0,0,0,0,0,0
Bangladesh,2008,81.25,-0.6987989,26.835775,68.166245,0,0,0,0,0,0
Bangladesh,2009,75.862076,-5.43651,-56.105263,65.00591,0,0,0,0,0,0
Bangladesh,2010,0,10.965872,74.82014,76.481834,0,0,0,0,0,0
Bangladesh,2011,0,26.004292,19.615913,179.06961,0,0,0,0,0,0
Bangladesh,2012,0,13.890624,-10.894489,26.155174,0,0,0,0,0,0
Bangladesh,2013,-0.37255883,1.8763661,-6.25757,24.567091,0,0,0,0,0,0
Bangladesh,2014,0,10.08811,-22.230917,19.149649,0,0,0,0,0,0
Bangladesh,2015,0,20.89566,58.55609,14.86677,0,0,0,0,0,0
Bangladesh,2016,0,3.6964417,-1.5046418,-17.293173,0,0,0,0,0,0
Bangladesh,2017,0,12.6344795,16.379177,32.552483,0,0,0,0,0,0
Bangladesh,2018,0,14.725077,-15.940994,8.045542,0,0,0,0,0,0
Bangladesh,2019,0,-1.8690765,-4.89015,18.74609,0,0,0,0,0,0
Bangladesh,2020,0.27399063,-15.714866,-14.8732605,22.692835,0,0,0,0,0,0
Bangladesh,2021,-0.2732396,36.844563,-2.6836336,33.50934,0,0,0,0,0,0
Bangladesh,2022,0,21.93569,13.6623745,41.34375,0,0,0,0,0,0
Belarus,2005,-0.99999905,-6.8989277,9.0909,0,0,0,0,0,0,0
Belarus,2006,0,17.346704,-2.7777731,0,0,0,0,0,0,0
Belarus,2007,0,-9.04364,0,0,0,0,0,0,0,0
Belarus,2008,0,-0.45495033,11.428571,0,0,0,0,0,0,0
Belarus,2009,0,15.427136,15.384615,0,0,0,0,0,0,0
Belarus,2010,0,-14.070004,0,0,0,0,0,0,0,0
Belarus,2011,300,8.862138,-6.666672,0,0,0,0,0,0,0
Belarus,2012,50,22.73035,71.42856,0,0,0,0,0,0,0
Belarus,2013,33.333336,-24.9995,91.66667,0,0,0,0,0,0,0
Belarus,2014,12.499989,2.4820566,-12.318838,400.00006,0,0,0,0,0,0
Belarus,2015,333.33334,-15.752565,-8.264458,349.99994,0,0,0,0,0,0
Belarus,2016,87.17948,7.524276,27.927935,188.8889,0,0,0,0,0,0
Belarus,2017,32.876717,-0.54941773,185.91547,242.3077,0,0,0,0,0,0
Belarus,2018,2.0618558,16.245329,-20.19704,32.584274,0,0,0,0,0,0
Belarus,2019,67.67676,1.9152522,8.333338,51.694916,0,0,0,0,0,0
Belarus,2020,11.445785,-3.7426054,13.960112,-5.027932,0,0,0,0,0,0
Belarus,2021,-9.189195,-5.422497,-7.250005,2.2352934,0,0,0,0,0,0
Belarus,2022,3.994763,-7.680339,-0.26953816,20.080555,0,0,0,0,0,0
Belgium,2000,23.076927,1.6174316,34.89736,0,0,0,0,0,0,0
Belgium,2001,131.25,1.5300751,-4.130435,0,0,0,0,0,0,0
Belgium,2002,54.054058,0.41832924,-18.367344,0,0,0,0,0,0,0
Belgium,2003,54.38596,5.688596,-31.388891,0,0,0,0,0,0,0
Belgium,2004,61.363636,1.214695,28.34009,0,0,0,0,0,0,0
Belgium,2005,59.859146,-0.5445063,-9.14827,0,0,0,0,0,0,0
Belgium,2006,61.233486,-0.31890273,24.652779,100,0,0,0,0,0,0
Belgium,2007,34.153008,0.9997368,8.356547,200,0,0,0,0,0,0
Belgium,2008,29.735243,4.8932314,5.3984523,600,0,0,0,0,0,0
Belgium,2009,56.35792,-12.363845,-19.999998,295.2381,1.5663053,0,0,0,0,0
Belgium,2010,29.718887,3.8959026,-4.87805,237.34941,4.2494974,0,0,0,0,0
Belgium,2011,78.947365,-6.5244794,-37.17949,108.75001,4.906837,0,0,0,0,0
Belgium,2012,19.346882,-3.690678,82.14285,83.74679,5.2025642,0,0,0,0,0
Belgium,2013,32.82354,2.4469376,6.4425826,23.091244,5.10835,0,0,0,0,0
Belgium,2014,25.92907,-2.0038426,-23.105263,9.164143,6.688181,0,0,0,0,0
Belgium,2015,20.772207,2.6999116,8.966457,5.8968186,4.491274,0,0,0,0,0
Belgium,2016,-2.7718008,1.416111,16.206038,1.2727022,4.3256507,0,0,0,0,0
Belgium,2017,20.319223,1.2701154,-27.000004,6.8650246,5.181677,0,0,0,0,0
Belgium,2018,16.154707,7.1876884,8.219171,18.002356,4.935505,0,0,0,0,0
Belgium,2019,28.799461,-6.344962,3.3185124,8.943486,5.2234054,0,0,0,0,0
Belgium,2020,31.40005,-14.399314,-11.622513,20.216333,5.400577,0,0,0,0,0
Belgium,2021,-6.4047575,11.01253,56.650425,9.895945,5.012553,0,0,0,0,0
Belgium,2022,2.9589295,-2.7122796,-35.15905,22.390127,4.757589,0,0,0,0,0
Brazil,2000,-50,4.4782996,3.8918972,0,65.01594,0,0,0,0,0
Brazil,2001,3389.9998,0.78624487,-11.999637,0,69.79248,0.0614693,0.0609687,0.10531765,0.0837306,637.28253
Brazil,2002,74.78511,-1.9796252,6.8002343,0,76.622284,0.0614693,0.0609687,0.09397465,0.0837306,637.28253
Brazil,2003,0,-2.7537584,6.8243027,0,88.292885,0.0614693,0.0609687,0.10255965,0.0837306,637.28253
Brazil,2004,0,3.3717394,4.96732,0,89.07529,0,0,0,0,0
Brazil,2005,52.29508,1.6715169,5.193281,0,97.43511,0.0614693,0.0609687,0.09814165,0.0837306,637.28253
Brazil,2006,155.11304,2.2741914,3.3630013,0,108.2094,0.0614693,0.0609687,0.07942665,0.0837306,637.28253
Brazil,2007,179.65479,5.019963,7.2274327,0,139.81993,0.0614693,0.0609687,0.08212215,0.0837306,637.28253
Brazil,2008,78.490105,4.0970325,-1.1921287,0,174.39844,0.0614693,0.0609687,0.07601465,0.0837306,637.28253
Brazil,2009,4.649198,-1.0529637,5.7992935,0,171.59833,0.0614693,0.0609687,0.09048365,0.0837306,637.28253
Brazil,2010,75.81244,7.1118712,3.1463265,0,189.93903,0.0614693,0.0609687,0.08879615,0.0837306,637.28253
Brazil,2011,24.268173,3.5508037,6.2096953,0,163.06369,0.0614693,0.0609687,0.07762965,0.0837306,637.28253
Brazil,2012,86.70727,5.926347,-3.0328631,0,166.94719,0.0614693,0.0609687,0.07557315,0.0837306,637.28253
Brazil,2013,30.215096,2.727151,-5.862677,196.79558,193.97246,0.0614693,0.0609687,0.07226465,0.0837306,637.28253
Brazil,2014,85.682884,3.9830923,-4.4893384,235.48534,204.10724,0.0614693,0.0609687,0.06532015,0.0837306,637.28253
Brazil,2015,77.111015,-6.0821176,-3.667605,266.36075,218.91077,0.0614693,0.0609687,0.05998415,0.0837306,637.28253
Brazil,2016,54.85681,-5.309272,5.884242,44.712055,206.00305,0.0614693,0.0609687,0.05911815,0.0837306,637.28253
Brazil,2017,26.52936,1.0236859,-2.6264608,875.6129,207.05112,0.0614693,0.0609687,0.05454315,0.0837306,637.28253
Brazil,2018,14.400315,-4.875141,4.870391,316.13116,248.83961,0.0614693,0.0609687,0.05438665,0.0837306,637.28253
Brazil,2019,15.493477,-0.43043494,2.289629,92.24915,266.04663,0.0614693,0.0609687,0.04874515,0.0837306,637.28253
Brazil,2020,1.9024253,-5.5963993,-0.3759563,61.51798,255.50471,0.0614693,0.0609687,0.04776315,0.0837306,637.28253
Brazil,2021,26.704788,8.047938,-8.467287,55.85922,242.87822,0.0614693,0.0609687,0.04319265,0.0837306,637.28253
Brazil,2022,12.92864,4.749644,17.721008,79.83498,241.87132,0.0614693,0.0609687,0.04256965,0.0837306,637.28253
Bulgaria,2005,358.69995,9.939933,36.91261,0,0,0,0,0,0,0
Bulgaria,2006,337.03946,1.1546016,-1.9652247,0,0,0,0,0,0,0
Bulgaria,2007,133.46135,-1.8994331,-32.830177,0,0,0,0,0,0,0
Bulgaria,2008,160.15556,-1.7294705,-1.3123333,178.33336,0,0,0,0,0,0
Bulgaria,2009,94.6558,-8.712226,22.881067,1856.2874,0,0,0,0,0,0
Bulgaria,2010,187.48656,-9.338802,46.613155,355.0046,0,0,0,0,0,0
Bulgaria,2011,26.37719,-4.508013,-42.926132,578.52,0,0,0,0,0,0
Bulgaria,2012,41.78436,4.0238857,10.658062,672.041,0,0,0,0,0,0
Bulgaria,2013,12.500143,-7.058978,27.01701,78.75871,0,0,0,0,0,0
Bulgaria,2014,-3.1259298,7.908654,14.010692,-9.722501,0,0,0,0,0,0
Bulgaria,2015,9.088839,11.715233,22.881317,9.947872,0,0,0,0,0,0
Bulgaria,2016,-1.8285096,1.7053366,-31.385386,0.4580617,0,0,0,0,0,0
Bulgaria,2017,5.5505633,4.993701,-27.10778,1.0792613,0,0,0,0,0,0
Bulgaria,2018,-12.36257,-0.46001673,81.97986,-4.289615,0,0,0,0,0,0
Bulgaria,2019,-0.08610487,4.874456,-43.0787,5.5480123,0,0,0,0,0,0
Bulgaria,2020,12.159788,-10.155207,-3.7242115,3.6290407,0,0,0,0,0,0
Bulgaria,2021,-2.9496372,5.04781,70.86966,-0.1444757,0,0,0,0,0,0
Bulgaria,2022,4.573512,6.8895936,-21.08078,42.76836,0,0,0,0,0,0
CIS (EI),2001,63.15789,0.09304285,4.2585373,0,0,0,0,0,0,0
CIS (EI),2002,100,-2.2595823,-4.5937896,0,0,0,0,0,0,0
CIS (EI),2003,38.709675,3.2523155,-0.77663064,0,0,0,0,0,0,0
CIS (EI),2004,-6.859297,0.20561218,9.758223,0,0,0,0,0,0,0
CIS (EI),2005,-2.62295,-0.20112395,-1.0035992,0,0,0,0,0,0,0
CIS (EI),2006,12.8205185,5.5416822,-0.67572594,0,0,0,0,0,0,0
CIS (EI),2007,19.318176,-0.4762113,2.4314642,0,0,0,0,0,0,0
CIS (EI),2008,-22.857141,2.8735995,-8.681429,0,0.07514027,0,0,0,0,0
CIS (EI),2009,38.271595,-5.1740766,5.129266,0,0.2347597,0,0,0,0,0
CIS (EI),2010,-12.625003,2.7757049,-0.67827106,3155.932,0.38417032,0,0,0,0,0
CIS (EI),2011,28.132034,8.38964,-1.8862009,659.0838,0.30500025,0,0,0,0,0
CIS (EI),2012,44.477226,5.6419015,0.13570786,247.70314,0.33200046,0,0,0,0,0
CIS (EI),2013,16.591417,-1.4381528,7.698488,197.3275,0.2642092,0,0,0,0,0
CIS (EI),2014,494.9862,4.749644,-3.6144137,841.29803,0.2768865,0,0,0,0,0
